Date,Volume
17/05/1990,76249600
18/05/1990,73347200
21/05/1990,91987200
22/05/1990,98806400
23/05/1990,92352000
24/05/1990,108499200
25/05/1990,48870400
29/05/1990,43939200
30/05/1990,62412800
31/05/1990,41929600
01/06/1990,61049600
04/06/1990,61216000
05/06/1990,65532800
06/06/1990,39766400
07/06/1990,38406400
08/06/1990,47587200
11/06/1990,42704000
12/06/1990,47468800
13/06/1990,48124800
14/06/1990,51388800
15/06/1990,51769600
18/06/1990,39833600
19/06/1990,25152000
20/06/1990,17302400
21/06/1990,20921600
22/06/1990,44668800
25/06/1990,56723200
26/06/1990,43414400
27/06/1990,26713600
28/06/1990,38684800
29/06/1990,39324800
02/07/1990,36518400
03/07/1990,44345600
05/07/1990,41020800
06/07/1990,30704000
09/07/1990,33276800
10/07/1990,30601600
11/07/1990,73494400
12/07/1990,65094400
13/07/1990,93756800
16/07/1990,53625600
17/07/1990,103091200
18/07/1990,70755200
19/07/1990,60156800
20/07/1990,120438400
23/07/1990,99468800
24/07/1990,224918400
25/07/1990,53446400
26/07/1990,62960000
27/07/1990,39840000
30/07/1990,43232000
31/07/1990,35126400
01/08/1990,68611200
02/08/1990,110627200
03/08/1990,173862400
06/08/1990,118345600
07/08/1990,91920000
08/08/1990,114044800
09/08/1990,59680000
10/08/1990,60249600
13/08/1990,57382400
14/08/1990,97811200
15/08/1990,45283200
16/08/1990,62569600
17/08/1990,104755200
20/08/1990,74716800
21/08/1990,75561600
22/08/1990,59452800
23/08/1990,142320000
24/08/1990,113244800
27/08/1990,102236800
28/08/1990,41062400
29/08/1990,53849600
30/08/1990,64441600
31/08/1990,78336000
04/09/1990,42582400
05/09/1990,46083200
06/09/1990,99753600
07/09/1990,130553600
10/09/1990,38131200
11/09/1990,39584000
12/09/1990,56777600
13/09/1990,26912000
14/09/1990,24908800
17/09/1990,43014400
18/09/1990,61129600
19/09/1990,63808000
20/09/1990,34108800
21/09/1990,37193600
24/09/1990,39385600
25/09/1990,53936000
26/09/1990,38473600
27/09/1990,133404800
28/09/1990,69584000
01/10/1990,74070400
02/10/1990,70755200
03/10/1990,43171200
04/10/1990,62224000
05/10/1990,41203200
08/10/1990,25804800
09/10/1990,64092800
10/10/1990,58214400
11/10/1990,105171200
12/10/1990,105232000
15/10/1990,83788800
16/10/1990,39238400
17/10/1990,44668800
18/10/1990,71900800
19/10/1990,102144000
22/10/1990,47568000
23/10/1990,46825600
24/10/1990,43964800
25/10/1990,89120000
26/10/1990,23635200
29/10/1990,34265600
30/10/1990,33993600
31/10/1990,44969600
01/11/1990,30390400
02/11/1990,61225600
05/11/1990,47936000
06/11/1990,45283200
07/11/1990,45708800
08/11/1990,40540800
09/11/1990,29782400
12/11/1990,57500800
13/11/1990,68153600
14/11/1990,65993600
15/11/1990,37875200
16/11/1990,29750400
19/11/1990,40208000
20/11/1990,25510400
21/11/1990,41116800
23/11/1990,22204800
26/11/1990,33526400
27/11/1990,53753600
28/11/1990,31270400
29/11/1990,27820800
30/11/1990,62268800
03/12/1990,62732800
04/12/1990,39747200
05/12/1990,45574400
06/12/1990,75222400
07/12/1990,35004800
10/12/1990,34220800
11/12/1990,94134400
12/12/1990,66944000
13/12/1990,39849600
14/12/1990,35913600
17/12/1990,26201600
18/12/1990,32905600
19/12/1990,47203200
20/12/1990,63209600
21/12/1990,50902400
24/12/1990,10425600
26/12/1990,20860800
27/12/1990,38428800
28/12/1990,36662400
31/12/1990,18518400
02/01/1991,27174400
03/01/1991,37164800
04/01/1991,44195200
07/01/1991,38502400
08/01/1991,40976000
09/01/1991,86828800
10/01/1991,29497600
11/01/1991,37833600
14/01/1991,48531200
15/01/1991,65952000
16/01/1991,96227200
17/01/1991,334278400
18/01/1991,162854400
21/01/1991,99132800
22/01/1991,69724800
23/01/1991,66992000
24/01/1991,67129600
25/01/1991,54745600
28/01/1991,46371200
29/01/1991,49126400
30/01/1991,124227200
31/01/1991,89472000
01/02/1991,110697600
04/02/1991,54518400
05/02/1991,59536000
06/02/1991,104876800
07/02/1991,94841600
08/02/1991,51305600
11/02/1991,56972800
12/02/1991,118281600
13/02/1991,58633600
14/02/1991,42867200
15/02/1991,73747200
19/02/1991,65536000
20/02/1991,62329600
21/02/1991,40393600
22/02/1991,53542400
25/02/1991,48956800
26/02/1991,31670400
27/02/1991,37612800
28/02/1991,61635200
01/03/1991,46179200
04/03/1991,44016000
05/03/1991,93955200
06/03/1991,90358400
07/03/1991,39276800
08/03/1991,32966400
11/03/1991,275084800
12/03/1991,110016000
13/03/1991,112934400
14/03/1991,100636800
15/03/1991,53542400
18/03/1991,60633600
19/03/1991,92934400
20/03/1991,81187200
21/03/1991,71494400
22/03/1991,66291200
25/03/1991,47308800
26/03/1991,70512000
27/03/1991,77123200
28/03/1991,46640000
01/04/1991,42345600
02/04/1991,38928000
03/04/1991,59107200
04/04/1991,59372800
05/04/1991,76611200
08/04/1991,54611200
09/04/1991,46931200
10/04/1991,71875200
11/04/1991,173852800
12/04/1991,126444800
15/04/1991,71260800
16/04/1991,75401600
17/04/1991,64326400
18/04/1991,45715200
19/04/1991,47836800
22/04/1991,53536000
23/04/1991,27452800
24/04/1991,39884800
25/04/1991,76236800
26/04/1991,73779200
29/04/1991,52688000
30/04/1991,82140800
01/05/1991,81126400
02/05/1991,66665600
03/05/1991,45132800
06/05/1991,4281600
07/05/1991,41177600
08/05/1991,31123200
09/05/1991,73772800
10/05/1991,43424000
13/05/1991,37875200
14/05/1991,69516800
15/05/1991,210182400
16/05/1991,126057600
17/05/1991,77116800
20/05/1991,44780800
21/05/1991,95699200
22/05/1991,133574400
23/05/1991,80844800
24/05/1991,34611200
28/05/1991,47427200
29/05/1991,46908800
30/05/1991,51123200
31/05/1991,130688000
03/06/1991,115529600
04/06/1991,95289600
05/06/1991,212940800
06/06/1991,106969600
07/06/1991,91721600
10/06/1991,68563200
11/06/1991,77072000
12/06/1991,130243200
13/06/1991,130371200
14/06/1991,67392000
17/06/1991,68918400
18/06/1991,69593600
19/06/1991,74569600
20/06/1991,68976000
21/06/1991,51945600
24/06/1991,100540800
25/06/1991,82064000
26/06/1991,73126400
27/06/1991,46534400
28/06/1991,178419200
01/07/1991,88124800
02/07/1991,289740800
03/07/1991,130969600
05/07/1991,25324800
08/07/1991,88089600
09/07/1991,90956800
10/07/1991,97328000
11/07/1991,45587200
12/07/1991,56508800
15/07/1991,28995200
16/07/1991,65484800
17/07/1991,157408000
18/07/1991,73888000
19/07/1991,60297600
22/07/1991,24281600
23/07/1991,49136000
24/07/1991,32947200
25/07/1991,37209600
26/07/1991,28748800
29/07/1991,31968000
30/07/1991,45068800
31/07/1991,53152000
01/08/1991,100476800
02/08/1991,77952000
05/08/1991,31596800
06/08/1991,57395200
07/08/1991,50473600
08/08/1991,58294400
09/08/1991,46476800
12/08/1991,36547200
13/08/1991,54048000
14/08/1991,52918400
15/08/1991,43516800
16/08/1991,43238400
19/08/1991,85241600
20/08/1991,75385600
21/08/1991,63763200
22/08/1991,66649600
23/08/1991,49334400
26/08/1991,32748800
27/08/1991,84099200
28/08/1991,53340800
29/08/1991,36227200
30/08/1991,79056000
03/09/1991,65075200
04/09/1991,63228800
05/09/1991,51664000
06/09/1991,41107200
09/09/1991,39747200
10/09/1991,53091200
11/09/1991,27872000
12/09/1991,39779200
13/09/1991,313900800
16/09/1991,165600000
17/09/1991,195324800
18/09/1991,119219200
19/09/1991,95209600
20/09/1991,97318400
23/09/1991,55129600
24/09/1991,74118400
25/09/1991,41088000
26/09/1991,43299200
27/09/1991,39209600
30/09/1991,36211200
01/10/1991,37068800
02/10/1991,66896000
03/10/1991,95049600
04/10/1991,75276800
07/10/1991,54403200
08/10/1991,61609600
09/10/1991,57324800
10/10/1991,149203200
11/10/1991,56176000
14/10/1991,42156800
15/10/1991,68969600
16/10/1991,80422400
17/10/1991,86243200
18/10/1991,46192000
21/10/1991,28460800
22/10/1991,24771200
23/10/1991,22211200
24/10/1991,38243200
25/10/1991,23248000
28/10/1991,33987200
29/10/1991,61148800
30/10/1991,39216000
31/10/1991,143430400
01/11/1991,120761600
04/11/1991,41590400
05/11/1991,52896000
06/11/1991,73360000
07/11/1991,67500800
08/11/1991,48902400
11/11/1991,36681600
12/11/1991,54441600
13/11/1991,42076800
14/11/1991,52400000
15/11/1991,66672000
18/11/1991,40732800
19/11/1991,49120000
20/11/1991,67475200
21/11/1991,59110400
22/11/1991,51536000
25/11/1991,68899200
26/11/1991,62051200
27/11/1991,33692800
29/11/1991,10179200
02/12/1991,37974400
03/12/1991,32979200
04/12/1991,26633600
05/12/1991,43993600
06/12/1991,30636800
09/12/1991,56086400
10/12/1991,31161600
11/12/1991,54566400
12/12/1991,47056000
13/12/1991,65571200
16/12/1991,39577600
17/12/1991,54486400
18/12/1991,25043200
19/12/1991,87110400
20/12/1991,69408000
23/12/1991,41968000
24/12/1991,51660800
26/12/1991,69004800
27/12/1991,58012800
30/12/1991,61763200
31/12/1991,58342400
02/01/1992,76608000
03/01/1992,61977600
06/01/1992,52128000
07/01/1992,110368000
08/01/1992,148579200
09/01/1992,111849600
10/01/1992,91292800
13/01/1992,43852800
14/01/1992,109574400
15/01/1992,147100800
16/01/1992,385171200
17/01/1992,174681600
20/01/1992,103680000
21/01/1992,113436800
22/01/1992,73692800
23/01/1992,91251200
24/01/1992,80752000
27/01/1992,56505600
28/01/1992,65718400
29/01/1992,76416000
30/01/1992,102387200
31/01/1992,82953600
03/02/1992,37724800
04/02/1992,64294400
05/02/1992,81238400
06/02/1992,46931200
07/02/1992,124537600
10/02/1992,79942400
11/02/1992,76816000
12/02/1992,115001600
13/02/1992,88336000
14/02/1992,53257600
18/02/1992,59036800
19/02/1992,82963200
20/02/1992,75974400
21/02/1992,68163200
24/02/1992,66176000
25/02/1992,86969600
26/02/1992,75641600
27/02/1992,47635200
28/02/1992,30563200
02/03/1992,49091200
03/03/1992,38406400
04/03/1992,44956800
05/03/1992,40368000
06/03/1992,46873600
09/03/1992,32665600
10/03/1992,53712000
11/03/1992,43280000
12/03/1992,73939200
13/03/1992,36742400
16/03/1992,27312000
17/03/1992,40310400
18/03/1992,42275200
19/03/1992,22611200
20/03/1992,33148800
23/03/1992,70236800
24/03/1992,119420800
25/03/1992,87724800
26/03/1992,125628800
27/03/1992,375180800
30/03/1992,184208000
31/03/1992,110288000
01/04/1992,116704000
02/04/1992,55993600
03/04/1992,49840000
06/04/1992,62393600
07/04/1992,109404800
08/04/1992,91190400
09/04/1992,115696000
10/04/1992,272249600
13/04/1992,122464000
14/04/1992,128256000
15/04/1992,83011200
16/04/1992,57302400
20/04/1992,74470400
21/04/1992,68006400
22/04/1992,61084800
23/04/1992,56556800
24/04/1992,35404800
27/04/1992,33968000
28/04/1992,77270400
29/04/1992,55740800
30/04/1992,45036800
01/05/1992,31638400
04/05/1992,41372800
05/05/1992,60560000
06/05/1992,33420800
07/05/1992,31174400
08/05/1992,22963200
11/05/1992,28163200
12/05/1992,55120000
13/05/1992,58432000
14/05/1992,196044800
15/05/1992,72089600
18/05/1992,81084800
19/05/1992,99683200
20/05/1992,58889600
21/05/1992,78374400
22/05/1992,45286400
26/05/1992,41830400
27/05/1992,54323200
28/05/1992,54521600
29/05/1992,55043200
01/06/1992,41945600
02/06/1992,32326400
03/06/1992,61388800
04/06/1992,31622400
05/06/1992,42348800
08/06/1992,20777600
09/06/1992,52070400
10/06/1992,25292800
11/06/1992,22080000
12/06/1992,42780800
15/06/1992,37779200
16/06/1992,37974400
17/06/1992,48400000
18/06/1992,257920000
19/06/1992,107964800
22/06/1992,97388800
23/06/1992,86236800
24/06/1992,63081600
25/06/1992,100275200
26/06/1992,49772800
29/06/1992,80857600
30/06/1992,47635200
01/07/1992,45616000
02/07/1992,67465600
06/07/1992,40646400
07/07/1992,44755200
08/07/1992,60480000
09/07/1992,56300800
10/07/1992,41760000
13/07/1992,52627200
14/07/1992,48620800
15/07/1992,55488000
16/07/1992,46323200
17/07/1992,62150400
20/07/1992,49804800
21/07/1992,42684800
22/07/1992,79040000
23/07/1992,43952000
24/07/1992,53273600
27/07/1992,46646400
28/07/1992,71257600
29/07/1992,83977600
30/07/1992,30352000
31/07/1992,42960000
03/08/1992,44464000
04/08/1992,25936000
05/08/1992,25440000
06/08/1992,33312000
07/08/1992,53241600
10/08/1992,27929600
11/08/1992,30524800
12/08/1992,39523200
13/08/1992,33561600
14/08/1992,29382400
17/08/1992,40051200
18/08/1992,36672000
19/08/1992,38768000
20/08/1992,61270400
21/08/1992,54940800
24/08/1992,34681600
25/08/1992,46585600
26/08/1992,31376000
27/08/1992,52048000
28/08/1992,13731200
31/08/1992,35846400
01/09/1992,68992000
02/09/1992,65782400
03/09/1992,119360000
04/09/1992,41904000
08/09/1992,40576000
09/09/1992,41148800
10/09/1992,75148800
11/09/1992,46716800
14/09/1992,102953600
15/09/1992,47408000
16/09/1992,78720000
17/09/1992,47664000
18/09/1992,51510400
21/09/1992,32902400
22/09/1992,28374400
23/09/1992,93046400
24/09/1992,52227200
25/09/1992,50502400
28/09/1992,27369600
29/09/1992,54953600
30/09/1992,37331200
01/10/1992,40304000
02/10/1992,54534400
05/10/1992,71792000
06/10/1992,72070400
07/10/1992,71756800
08/10/1992,82960000
09/10/1992,83558400
12/10/1992,127747200
13/10/1992,102732800
14/10/1992,66595200
15/10/1992,43696000
16/10/1992,44601600
19/10/1992,60547200
20/10/1992,125366400
21/10/1992,129488000
22/10/1992,41475200
23/10/1992,57705600
26/10/1992,30038400
27/10/1992,41779200
28/10/1992,69376000
29/10/1992,50518400
30/10/1992,88067200
02/11/1992,30457600
03/11/1992,32563200
04/11/1992,22099200
05/11/1992,98960000
06/11/1992,28150400
09/11/1992,47984000
10/11/1992,87190400
11/11/1992,85155200
12/11/1992,46230400
13/11/1992,57190400
16/11/1992,50000000
17/11/1992,65488000
18/11/1992,61968000
19/11/1992,49763200
20/11/1992,65715200
23/11/1992,34083200
24/11/1992,38572800
25/11/1992,56268800
27/11/1992,20764800
30/11/1992,67798400
01/12/1992,64393600
02/12/1992,53292800
03/12/1992,190009600
04/12/1992,123107200
07/12/1992,74800000
08/12/1992,62512000
09/12/1992,97632000
10/12/1992,89577600
11/12/1992,53078400
14/12/1992,40000000
15/12/1992,70790400
16/12/1992,201126400
17/12/1992,211177600
18/12/1992,102729600
21/12/1992,85929600
22/12/1992,106176000
23/12/1992,82617600
24/12/1992,20544000
28/12/1992,28563200
29/12/1992,68384000
30/12/1992,61283200
31/12/1992,36086400
04/01/1993,59820800
05/01/1993,117472000
06/01/1993,268435200
07/01/1993,266057600
08/01/1993,121020800
11/01/1993,105164800
12/01/1993,151785600
13/01/1993,343283200
14/01/1993,235817600
15/01/1993,212144000
18/01/1993,147065600
19/01/1993,130131200
20/01/1993,93238400
21/01/1993,97369600
22/01/1993,91292800
25/01/1993,68403200
26/01/1993,121520000
27/01/1993,95401600
28/01/1993,144377600
29/01/1993,110473600
01/02/1993,102080000
02/02/1993,64544000
03/02/1993,100979200
04/02/1993,171360000
05/02/1993,141500800
08/02/1993,119747200
09/02/1993,166931200
10/02/1993,146563200
11/02/1993,91852800
12/02/1993,61459200
16/02/1993,194908800
17/02/1993,156316800
18/02/1993,167945600
19/02/1993,131974400
22/02/1993,106172800
23/02/1993,83292800
24/02/1993,133068800
25/02/1993,136691200
26/02/1993,127846400
01/03/1993,97376000
02/03/1993,94083200
03/03/1993,137084800
04/03/1993,63977600
05/03/1993,109628800
08/03/1993,89987200
09/03/1993,102092800
10/03/1993,86713600
11/03/1993,62915200
12/03/1993,64838400
15/03/1993,36416000
16/03/1993,100659200
17/03/1993,164188800
18/03/1993,117177600
19/03/1993,94777600
22/03/1993,129923200
23/03/1993,116403200
24/03/1993,84268800
25/03/1993,69315200
26/03/1993,48230400
29/03/1993,46579200
30/03/1993,52864000
31/03/1993,56995200
01/04/1993,104662400
02/04/1993,185769600
05/04/1993,78742400
06/04/1993,83731200
07/04/1993,88096000
08/04/1993,70963200
12/04/1993,187472000
13/04/1993,184787200
14/04/1993,127923200
15/04/1993,123148800
16/04/1993,159964800
19/04/1993,567708800
20/04/1993,246729600
21/04/1993,94544000
22/04/1993,221980800
23/04/1993,310691200
26/04/1993,371200000
27/04/1993,268764800
28/04/1993,123785600
29/04/1993,94774400
30/04/1993,92723200
03/05/1993,69446400
04/05/1993,138217600
05/05/1993,107324800
06/05/1993,94188800
07/05/1993,71398400
10/05/1993,79980800
11/05/1993,117996800
12/05/1993,51830400
13/05/1993,75910400
14/05/1993,54035200
17/05/1993,39030400
18/05/1993,78041600
19/05/1993,111481600
20/05/1993,53545600
21/05/1993,63763200
24/05/1993,51654400
25/05/1993,52137600
26/05/1993,167446400
27/05/1993,144156800
28/05/1993,67561600
01/06/1993,134483200
02/06/1993,80611200
03/06/1993,50803200
04/06/1993,53248000
07/06/1993,172667200
08/06/1993,75200000
09/06/1993,81284800
10/06/1993,75241600
11/06/1993,45609600
14/06/1993,32750400
15/06/1993,47724800
16/06/1993,42097600
17/06/1993,53537600
18/06/1993,61915200
21/06/1993,40246400
22/06/1993,44508800
23/06/1993,53142400
24/06/1993,94376000
25/06/1993,45769600
28/06/1993,45544000
29/06/1993,57700800
30/06/1993,42961600
01/07/1993,75560000
02/07/1993,41417600
06/07/1993,44809600
07/07/1993,59035200
08/07/1993,43812800
09/07/1993,64132800
12/07/1993,135345600
13/07/1993,81499200
14/07/1993,59040000
15/07/1993,47083200
16/07/1993,99308800
19/07/1993,95104000
20/07/1993,48841600
21/07/1993,33388800
22/07/1993,43457600
23/07/1993,44576000
26/07/1993,52528000
27/07/1993,72420800
28/07/1993,25102400
29/07/1993,25841600
30/07/1993,39956800
02/08/1993,31742400
03/08/1993,34998400
04/08/1993,59088000
05/08/1993,61473600
06/08/1993,82009600
09/08/1993,107350400
10/08/1993,48619200
11/08/1993,71593600
12/08/1993,79372800
13/08/1993,68516800
16/08/1993,175865600
17/08/1993,97726400
18/08/1993,99955200
19/08/1993,64408000
20/08/1993,72768000
23/08/1993,71700800
24/08/1993,65600000
25/08/1993,56712000
26/08/1993,54320000
27/08/1993,27264000
30/08/1993,29600000
31/08/1993,31971200
01/09/1993,45500800
02/09/1993,30043200
03/09/1993,27585600
07/09/1993,35488000
08/09/1993,86782400
09/09/1993,82708800
10/09/1993,74587200
13/09/1993,30587200
14/09/1993,98814400
15/09/1993,90660800
16/09/1993,33553600
17/09/1993,47414400
20/09/1993,54420800
21/09/1993,60798400
22/09/1993,75945600
23/09/1993,56939200
24/09/1993,44264000
27/09/1993,62544000
28/09/1993,68897600
29/09/1993,106225600
30/09/1993,68577600
01/10/1993,81172800
04/10/1993,56750400
05/10/1993,142361600
06/10/1993,86118400
07/10/1993,105950400
08/10/1993,82057600
11/10/1993,322280000
12/10/1993,212414400
13/10/1993,200088000
14/10/1993,71899200
15/10/1993,89185600
18/10/1993,77270400
19/10/1993,83560000
20/10/1993,64544000
21/10/1993,61107200
22/10/1993,56268800
25/10/1993,37923200
26/10/1993,51344000
27/10/1993,37292800
28/10/1993,60920000
29/10/1993,40308800
01/11/1993,28537600
02/11/1993,55489600
03/11/1993,124995200
04/11/1993,128688000
05/11/1993,83112000
08/11/1993,42608000
09/11/1993,71232000
10/11/1993,95024000
11/11/1993,51193600
12/11/1993,47713600
15/11/1993,88811200
16/11/1993,85782400
17/11/1993,90747200
18/11/1993,140396800
19/11/1993,97624000
22/11/1993,76011200
23/11/1993,62088000
24/11/1993,55235200
26/11/1993,14734400
29/11/1993,58473600
30/11/1993,63641600
01/12/1993,85136000
02/12/1993,47347200
03/12/1993,45374400
06/12/1993,269475200
07/12/1993,98324800
08/12/1993,53771200
09/12/1993,77976000
10/12/1993,68502400
13/12/1993,55952000
14/12/1993,50587200
15/12/1993,59876800
16/12/1993,46481600
17/12/1993,58496000
20/12/1993,37140800
21/12/1993,54096000
22/12/1993,95432000
23/12/1993,66342400
27/12/1993,29566400
28/12/1993,79996800
29/12/1993,53526400
30/12/1993,31067200
31/12/1993,27342400
03/01/1994,45019200
04/01/1994,59249600
05/01/1994,74617600
06/01/1994,50016000
07/01/1994,99614400
10/01/1994,71112000
11/01/1994,47896000
12/01/1994,100625600
13/01/1994,52372800
14/01/1994,65032000
17/01/1994,79582400
18/01/1994,111531200
19/01/1994,378345600
20/01/1994,122884800
21/01/1994,146251200
24/01/1994,82800000
25/01/1994,65334400
26/01/1994,115091200
27/01/1994,86779200
28/01/1994,64619200
31/01/1994,55323200
01/02/1994,79480000
02/02/1994,50043200
03/02/1994,79310400
04/02/1994,107251200
07/02/1994,122084800
08/02/1994,80348800
09/02/1994,65460800
10/02/1994,61980800
11/02/1994,44897600
14/02/1994,34208000
15/02/1994,74606400
16/02/1994,131868800
17/02/1994,85875200
18/02/1994,70128000
22/02/1994,84729600
23/02/1994,70916800
24/02/1994,68147200
25/02/1994,37526400
28/02/1994,40136000
01/03/1994,70532800
02/03/1994,98539200
03/03/1994,67772800
04/03/1994,115670400
07/03/1994,115785600
08/03/1994,80302400
09/03/1994,93449600
10/03/1994,121915200
11/03/1994,130089600
14/03/1994,49107200
15/03/1994,82566400
16/03/1994,55592000
17/03/1994,66323200
18/03/1994,46584000
21/03/1994,48179200
22/03/1994,40993600
23/03/1994,32636800
24/03/1994,46440000
25/03/1994,37299200
28/03/1994,62891200
29/03/1994,49953600
30/03/1994,83126400
31/03/1994,66886400
04/04/1994,67182400
05/04/1994,80224000
06/04/1994,53240000
07/04/1994,42585600
08/04/1994,51513600
11/04/1994,38897600
12/04/1994,109715200
13/04/1994,132027200
14/04/1994,194646400
15/04/1994,117724800
18/04/1994,111616000
19/04/1994,174624000
20/04/1994,123905600
21/04/1994,98814400
22/04/1994,108148800
25/04/1994,63505600
26/04/1994,62323200
28/04/1994,112075200
29/04/1994,114179200
02/05/1994,69673600
03/05/1994,73451200
04/05/1994,92884800
05/05/1994,88276800
06/05/1994,95000000
09/05/1994,39670400
10/05/1994,43139200
11/05/1994,77270400
12/05/1994,64660800
13/05/1994,103390400
16/05/1994,60310400
17/05/1994,77771200
18/05/1994,43412800
19/05/1994,65323200
20/05/1994,29838400
23/05/1994,37553600
24/05/1994,50296000
25/05/1994,47451200
26/05/1994,37595200
27/05/1994,34795200
31/05/1994,43118400
01/06/1994,85726400
02/06/1994,56038400
03/06/1994,41028800
06/06/1994,43531200
07/06/1994,35750400
08/06/1994,91712000
09/06/1994,97617600
10/06/1994,42788800
13/06/1994,30892800
14/06/1994,54793600
15/06/1994,39379200
16/06/1994,32246400
17/06/1994,44625600
20/06/1994,38841600
21/06/1994,91321600
22/06/1994,63084800
23/06/1994,51368000
24/06/1994,56321600
27/06/1994,37275200
28/06/1994,62940800
29/06/1994,44896000
30/06/1994,39889600
01/07/1994,58856000
05/07/1994,25808000
06/07/1994,62280000
07/07/1994,60748800
08/07/1994,73552000
11/07/1994,67032000
12/07/1994,58731200
13/07/1994,77588800
14/07/1994,84035200
15/07/1994,79921600
18/07/1994,62756800
19/07/1994,165569600
20/07/1994,77054400
21/07/1994,60912000
22/07/1994,52710400
25/07/1994,18638400
26/07/1994,33662400
27/07/1994,48000000
28/07/1994,41201600
29/07/1994,77681600
01/08/1994,61104000
02/08/1994,49555200
03/08/1994,32430400
04/08/1994,124724800
05/08/1994,50766400
08/08/1994,54396800
09/08/1994,65491200
10/08/1994,73267200
11/08/1994,84382400
12/08/1994,44281600
15/08/1994,43536000
16/08/1994,55131200
17/08/1994,152499200
18/08/1994,89766400
19/08/1994,45601600
22/08/1994,45420800
23/08/1994,73496000
24/08/1994,52176000
25/08/1994,88718400
26/08/1994,75104000
29/08/1994,52913600
30/08/1994,60563200
31/08/1994,80036800
01/09/1994,79297600
02/09/1994,49622400
06/09/1994,42683200
07/09/1994,68608000
08/09/1994,46990400
09/09/1994,50217600
12/09/1994,56166400
13/09/1994,47352000
14/09/1994,45987200
15/09/1994,49217600
16/09/1994,85193600
19/09/1994,74740800
20/09/1994,59296000
21/09/1994,59592000
22/09/1994,50720000
23/09/1994,79188800
26/09/1994,50444800
27/09/1994,45953600
28/09/1994,76886400
29/09/1994,120750400
30/09/1994,62713600
03/10/1994,74857600
04/10/1994,131020800
05/10/1994,137651200
06/10/1994,51171200
07/10/1994,48296000
10/10/1994,51798400
11/10/1994,90243200
12/10/1994,70923200
13/10/1994,85880000
14/10/1994,80108800
17/10/1994,115003200
18/10/1994,158881600
19/10/1994,114928000
20/10/1994,63633600
21/10/1994,66188800
24/10/1994,39640000
25/10/1994,57174400
26/10/1994,42401600
27/10/1994,51136000
28/10/1994,94200000
31/10/1994,54417600
01/11/1994,27600000
02/11/1994,95214400
03/11/1994,80884800
04/11/1994,38507200
07/11/1994,48134400
08/11/1994,64792000
09/11/1994,49923200
10/11/1994,54604800
11/11/1994,28195200
14/11/1994,38176000
15/11/1994,63422400
16/11/1994,41945600
17/11/1994,61496000
18/11/1994,105520000
21/11/1994,231756800
22/11/1994,123280000
23/11/1994,116569600
25/11/1994,37636800
28/11/1994,85587200
29/11/1994,91569600
30/11/1994,176784000
01/12/1994,199961600
02/12/1994,117006400
05/12/1994,72166400
06/12/1994,78563200
07/12/1994,58872000
08/12/1994,93361600
09/12/1994,107153600
12/12/1994,259116800
13/12/1994,132368000
14/12/1994,73492800
15/12/1994,101755200
16/12/1994,171419200
19/12/1994,140550400
20/12/1994,168734400
21/12/1994,109256000
22/12/1994,70628800
23/12/1994,23969600
27/12/1994,27324800
28/12/1994,34699200
29/12/1994,58680000
30/12/1994,27716800
03/01/1995,41721600
04/01/1995,41865600
05/01/1995,60480000
06/01/1995,56316800
09/01/1995,75056000
10/01/1995,109320000
11/01/1995,58468800
12/01/1995,85384000
13/01/1995,126689600
16/01/1995,59564800
17/01/1995,118696000
18/01/1995,189520000
19/01/1995,146992000
20/01/1995,146233600
23/01/1995,105260800
24/01/1995,110656000
25/01/1995,152656000
26/01/1995,78633600
27/01/1995,80027200
30/01/1995,65137600
31/01/1995,84265600
01/02/1995,75233600
02/02/1995,88065600
03/02/1995,142459200
06/02/1995,56099200
07/02/1995,44675200
08/02/1995,135900800
09/02/1995,126497600
10/02/1995,88566400
13/02/1995,53864000
14/02/1995,68824000
15/02/1995,113956800
16/02/1995,94993600
17/02/1995,80916800
21/02/1995,67569600
22/02/1995,44088000
23/02/1995,87577600
24/02/1995,78345600
27/02/1995,51545600
28/02/1995,54179200
01/03/1995,65336000
02/03/1995,39121600
03/03/1995,140860800
06/03/1995,80664000
07/03/1995,85563200
08/03/1995,85804800
09/03/1995,84761600
10/03/1995,57476800
13/03/1995,73267200
14/03/1995,66921600
15/03/1995,34435200
16/03/1995,34500800
17/03/1995,38120000
20/03/1995,66764800
21/03/1995,83536000
22/03/1995,69624000
23/03/1995,110006400
24/03/1995,98563200
27/03/1995,67161600
28/03/1995,94750400
29/03/1995,160102400
30/03/1995,164172800
31/03/1995,150662400
03/04/1995,94400000
04/04/1995,100321600
05/04/1995,119211200
06/04/1995,79091200
07/04/1995,85091200
10/04/1995,79411200
11/04/1995,173561600
12/04/1995,83680000
13/04/1995,115472000
17/04/1995,156675200
18/04/1995,168217600
19/04/1995,95795200
20/04/1995,79468800
21/04/1995,87787200
24/04/1995,96052800
25/04/1995,128708800
26/04/1995,96080000
27/04/1995,91153600
28/04/1995,132334400
01/05/1995,115844800
02/05/1995,115572800
03/05/1995,89808000
04/05/1995,176945600
05/05/1995,143638400
08/05/1995,117291200
09/05/1995,138131200
10/05/1995,141251200
11/05/1995,115512000
12/05/1995,78270400
15/05/1995,72540800
16/05/1995,83606400
17/05/1995,103816000
18/05/1995,170598400
19/05/1995,146268800
22/05/1995,103174400
23/05/1995,122224000
24/05/1995,139008000
25/05/1995,85121600
26/05/1995,57699200
